
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
A-ri-a	Amria+Name+1csPoss
A-ru-a-ar	UNKNOWN
A-ru-ru	UNKNOWN
A-s	UNKNOWN
A-sur-i-mì-tí	UNKNOWN
A-sà!-nu-um	UNKNOWN_NOUN_ADJ
A-sà-a	Asaya+Name
A-sà-a	Asaya+Name+1csPoss
A-sà-nim	Asān+Name+Masc+Sg+Gen
A-sà-nu-ma	Asān+Name+Masc+Pl+Nom+MA
A-sà-nu-ma	Asān+Name+Masc+Sg+Nom+1csPoss
A-sà-nu-ma	Asān+Name+Masc+Sg+Nom+MA
A-sà-num	Asān+Name+Masc+Sg+Nom
A-sà-num-ma	Asān+Name+Masc+Sg+Nom+MA
A-sá-nim	Asān+Name+Masc+Sg+Gen
A-sá-num	Asān+Name+Masc+Sg+Nom
A-sá-num-ma	Asān+Name+Masc+Sg+Nom+MA
A-sú	UNKNOWN
A-sú-a	UNKNOWN
A-sú-kà-NI	UNKNOWN
A-sú-kà-a	UNKNOWN
A-ta-a	Atāya+Name
A-ta-a	Atāya+Name+1csPoss
A-ta-a-a	Atāya+Name
A-ta-a-a	Atāya+Name+1csPoss
A-ta-a-ma	Atāya+Name+1csPoss+MA
A-ta-a-ma	Atāya+Name+MA
A-ta-li-a	Atalia+Name
A-ta-li-a	Atalia+Name+1csPoss
A-ta-na-ah	UNKNOWN
A-ta-ta	Atata+Name
A-ta-ta	Atata+Name+1csPoss
A-ta-ta-a	Atata+Name
A-ta-ta-a	Atata+Name+1csPoss
A-ta-ta-ma	Atata+Name+1csPoss+MA
A-ta-ta-ma	Atata+Name+MA
A-tá-ta	Atata+Name
A-tá-ta	Atata+Name+1csPoss
A-tá-tá	Atata+Name
A-tá-tá	Atata+Name+1csPoss
A-za-*mì-lim	UNKNOWN_NOUN_ADJ
A-zi-a	Azia+Name
A-zi-a	Azia+Name+1csPoss
A-zu	Azu+Name
A-zu-a	Azu+Name+1csPoss
A-zu-a	Azua+Name
A-zu-a	Azua+Name+1csPoss
A-zu-da	UNKNOWN
A-zu-e-el-kà	Azuelka+Name
A-zu-e-el-kà	Azuelka+Name+1csPoss
A-zu-na-a	Azunāya+Name
A-zu-na-a	Azunāya+Name+1csPoss
A-zu-ta-a	Azutaya+Name
A-zu-ta-a	Azutaya+Name+1csPoss
A-zu-ta-a	Azutāya+Name
A-zu-ta-a	Azutāya+Name+1csPoss
A-zu-ta-a-ma	Azutaya+Name+1csPoss+MA
A-zu-ta-a-ma	Azutaya+Name+MA
A-zu-ta-a-ma	Azutāya+Name+1csPoss+MA
A-zu-ta-a-ma	Azutāya+Name+MA
A-zu-wa	UNKNOWN
A-zu-za	Azuza+Name
A-zu-za	Azuza+Name+1csPoss
A-zu-za	Azuzāya+Name
A-zu-za-a	Azuza+Name
A-zu-za-a	Azuza+Name+1csPoss
A-zu-za-a	Azuzāya+Name
A-zu-za-a	Azuzāya+Name+1csPoss
A-zu-za-a-ma	Azuza+Name+1csPoss+MA
A-zu-za-a-ma	Azuza+Name+MA
A-zu-za-a-ma	Azuzāya+Name+1csPoss+MA
A-zu-za-a-ma	Azuzāya+Name+MA
A-zu-zu-ma	UNKNOWN
A-ša-ša	UNKNOWN
A-šu-*la	UNKNOWN
A-šu-ri-tim	Aššurī+Adj+Fem+Sg+Gen
A-šu-ri-tum	Aššurī+Adj+Fem+Sg+Nom
A-šu-ur-ta-ak-lá-ku	Aššur-taklāku+Name
A-šu-ur-ta-ak-lá-ku	Aššur-tāklāku+Name
A-šu-ur-ta-ak-lá-ku-ma	Aššur-taklāku+Name+MA
A-šu-ur-ta-ak-lá-ku-ma	Aššur-tāklāku+Name+MA
A-šur	A-šur+Name
A-šur-*DU10	UNKNOWN
A-šur-*na-da	UNKNOWN
A-šur-ANDUL	UNKNOWN
A-šur-DSU10	UNKNOWN
A-šur-DU10	Aššur-ṭāb+Name
A-šur-DU10-ma	Aššur-ṭāb+Name+MA
A-šur-DÙG	UNKNOWN
A-šur-GAL	Aššur-rabi+Name
A-šur-GAL-ma	Aššur-rabi+Name+MA
A-šur-LAL2-šu	UNKNOWN
A-šur-SIG5	UNKNOWN
A-šur-SIPA	UNKNOWN
A-šur-SIPA-ma	UNKNOWN
A-šur-SIPA?	UNKNOWN
A-šur-UTU-ši	UNKNOWN
A-šur-UTU.ši	UNKNOWN
A-šur-a-ma-ru-um	UNKNOWN_NOUN_ADJ
A-šur-a-sú	UNKNOWN
A-šur-ba-ni	Aššur-bāni+Name
A-šur-ba-ni	Aššur-bāni+Name+1csPoss
A-šur-ba-ni	Aššur-bānī+Name
A-šur-ba-ni	Aššur-bānī+Name+1csPoss
A-šur-ba-ni	Aššūr-bāni+Name
A-šur-ba-ni	Aššūr-bāni+Name+1csPoss
A-šur-ba-áš-tí	UNKNOWN
A-šur-ba-áš-tí!	UNKNOWN
A-šur-be-el-a-wa-tim	Aššur-bēl-awātim+Name
A-šur-be-el-a-wa-tí-ma	Aššur-bēl-awātim+Name+1csPoss
A-šur-be-el-a-wa-tí-ma	Aššur-bēl-awātim+Name+MA
A-šur-be-el-ma-al-ki-im	Aššur-bēl-malkim+Name
A-šur-be-el-ma-al-ki-ma	Aššur-bēl-malkim+Name+1csPoss
A-šur-be-el-ma-al-ki-ma	Aššur-bēl-malkim+Name+MA
A-šur-d.UTU-{-ši}	UNKNOWN
A-šur-d.UTU.ši	UNKNOWN
A-šur-d.UTU.ši-ma	UNKNOWN
A-šur-dUTU-ši	UNKNOWN
A-šur-dUTU.ši	UNKNOWN
A-šur-da-mì-iq	Aššur-damiq+Name
A-šur-dan	Aššur-dan+Name
A-šur-du-gu5-ul	Aššur-dugul+Name
A-šur-du-ri	UNKNOWN
A-šur-e-mu-*qí	UNKNOWN
A-šur-e-mu-qí	Aššur-emūqī+Name
A-šur-e-mu-qí	Aššur-emūqī+Name+1csPoss
A-šur-e-mu-qí	Aššūr-emūqī+Name
A-šur-e-mu-qí	Aššūr-emūqī+Name+1csPoss
A-šur-e-nam	Aššur-ennam+Name
A-šur-en-nam	Aššur-ennam+Name
A-šur-i-dí	Aššur-idī+Name
A-šur-i-dí	Aššur-idī+Name+1csPoss
A-šur-i-dí	Aššūr-idī+Name
A-šur-i-dí	Aššūr-idī+Name+1csPoss
A-šur-i-dí-in	Aššur-iddin+Name
A-šur-i-dí-ma	Aššur-iddin+Name+MA
A-šur-i-dí-ma	Aššur-idī+Name+1csPoss+MA
A-šur-i-dí-ma	Aššur-idī+Name+MA
A-šur-i-dí-ma	Aššūr-idī+Name+1csPoss+MA
A-šur-i-dí-ma	Aššūr-idī+Name+MA
A-šur-i-mì-/tí	UNKNOWN
A-šur-i-mì-tì	Aššur-imittī+Name
A-šur-i-mì-tì	Aššur-imittī+Name+1csPoss
A-šur-i-mì-tì	Aššūr-imittī+Name
A-šur-i-mì-tì	Aššūr-imittī+Name+1csPoss
A-šur-i-mì-tì-ma	Aššur-imittī+Name+1csPoss+MA
A-šur-i-mì-tì-ma	Aššur-imittī+Name+MA
A-šur-i-mì-tì-ma	Aššūr-imittī+Name+1csPoss+MA
A-šur-i-mì-tì-ma	Aššūr-imittī+Name+MA
A-šur-i-mì-tí	Aššur-imittī+Name
A-šur-i-mì-tí	Aššur-imittī+Name+1csPoss
A-šur-i-mì-tí	Aššūr-imittī+Name
A-šur-i-mì-tí	Aššūr-imittī+Name+1csPoss
A-šur-i-mì-tí-ma	Aššur-imittī+Name+1csPoss+MA
A-šur-i-mì-tí-ma	Aššur-imittī+Name+MA
A-šur-i-mì-tí-ma	Aššūr-imittī+Name+1csPoss+MA
A-šur-i-mì-tí-ma	Aššūr-imittī+Name+MA
A-šur-id-í	Aššur-idī+Name
A-šur-id-í	Aššur-idī+Name+1csPoss
A-šur-id-í	Aššūr-idī+Name
A-šur-id-í	Aššūr-idī+Name+1csPoss
A-šur-iš-ta-ki-il5	Aššuriš-takil+Name
A-šur-iš-ta-ki-il5-*ma	UNKNOWN
A-šur-iš-ta-ki-in	UNKNOWN
A-šur-iš-tí-kál	Aššuriš-tikal+Name
A-šur-ke-na-ra-*am	UNKNOWN_NOUN_ADJ
A-šur-kà-ší-id	Aššur-kāšid+Name
A-šur-la-ma-sí-ma	Aššur-lamassī+Name+1csPoss+MA
A-šur-la-ma-sí-ma	Aššur-lamassī+Name+MA
A-šur-lá-ma-sí	Aššur-lamassī+Name
A-šur-lá-ma-sí	Aššur-lamassī+Name+1csPoss
A-šur-lá-ma-sí-ma	Aššur-lamassī+Name+1csPoss+MA
A-šur-lá-ma-sí-ma	Aššur-lamassī+Name+MA
A-šur-lá-ma-ša	Aššur-lamašša+Name
A-šur-lá-ma-ša	Aššur-lamašša+Name+1csPoss
A-šur-lá-ma-ša-ma	Aššur-lamašša+Name+1csPoss+MA
A-šur-lá-ma-ša-ma	Aššur-lamašša+Name+MA
A-šur-ma	A-šur+Name+MA
A-šur-ma-*lik	UNKNOWN
A-šur-ma-lik	Aššur-malik+Name
A-šur-ma-lik	Aššūr-malik+Name
A-šur-ma-lik!	UNKNOWN
A-šur-ma-lik-*ma	UNKNOWN
A-šur-ma-lik-ma	Aššur-malik+Name+MA
A-šur-ma-lik-ma	Aššūr-malik+Name+MA
A-šur-mu-ta-bi-il5	Aššur-muttabbil+Name
A-šur-mu-ta-bi4-il5	Aššur-muttabbil+Name
A-šur-mu-ta-bi4-il5-ma	Aššur-muttabbil+Name+MA
A-šur-mu-ta-bil	Aššur-muttabbil+Name
A-šur-mì-tí	UNKNOWN
A-šur-na-*da	UNKNOWN
A-šur-na-/da	UNKNOWN
A-šur-na-da	Aššur-nādā+Name
A-šur-na-da	Aššur-nādā+Name+1csPoss
A-šur-na-da	Aššūr-nādā+Name
A-šur-na-da	Aššūr-nādā+Name+1csPoss
A-šur-na-da-ma	Aššur-nādā+Name+1csPoss+MA
A-šur-na-da-ma	Aššur-nādā+Name+MA
A-šur-na-da-ma	Aššūr-nādā+Name+1csPoss+MA
A-šur-na-da-ma	Aššūr-nādā+Name+MA
A-šur-na-x	UNKNOWN
A-šur-na-ṣí-ir	Aššur-nāṣir+Name
A-šur-ni	A-šur+Name+1cpPoss
A-šur-ni-im-ri	Aššur-nimrī+Name
A-šur-ni-im-ri	Aššur-nimrī+Name+1csPoss
A-šur-ni-šu	Aššur-nīš+Name+Masc+Pl+Nom
A-šur-ni-šu	Aššur-nīš+Name+Masc+Sg+Construct+3msPoss
A-šur-ni-šu	Aššur-nīš+Name+Masc+Sg+Nom
A-šur-ni-šu	Aššur-nīšu+Name
A-šur-nim-ri-ma	Aššur-nimrī+Name+1csPoss+MA
A-šur-nim-ri-ma	Aššur-nimrī+Name+MA
A-šur-pá-li-il5	UNKNOWN
A-šur-ra-bi4	Aššur-rabi+Name
A-šur-ra-bi4	Aššur-rabi+Name+1csPoss
A-šur-re-ṣí	Aššur-rēṣī+Name
A-šur-re-ṣí	Aššur-rēṣī+Name+1csPoss
A-šur-re-ṣí-ma	Aššur-rēṣī+Name+1csPoss+MA
A-šur-re-ṣí-ma	Aššur-rēṣī+Name+MA
A-šur-re-ṣú-um	UNKNOWN_NOUN_ADJ
A-šur-ta-ak-la-ak-ma	UNKNOWN
A-šur-ta-ak-la-ku	Aššur-taklāku+Name
A-šur-ta-ak-la-ku	Aššur-tāklāku+Name
A-šur-ta-ak-la-ku-ma	Aššur-taklāku+Name+MA
A-šur-ta-ak-la-ku-ma	Aššur-tāklāku+Name+MA
A-šur-ta-ak-lá-ak-ma	UNKNOWN
A-šur-ta-ak-lá-ku	Aššur-taklāku+Name
A-šur-ta-ak-lá-ku	Aššur-tāklāku+Name
A-šur-ták-lá-ku	Aššur-taklāku+Name
A-šur-ták-lá-ku	Aššur-tāklāku+Name
A-šur-ták-lá-ku-ma	Aššur-taklāku+Name+MA
A-šur-ták-lá-ku-ma	Aššur-tāklāku+Name+MA
A-šur-tù-ku-ul-tí	Aššur-tukultī+Name
A-šur-tù-ku-ul-tí	Aššur-tukultī+Name+1csPoss
A-šur-ša-am-ší	Aššur-šamšī+Name
A-šur-ša-am-ší	Aššur-šamšī+Name+1csPoss
A-šur-ša-du-ni	UNKNOWN
A-šur-ṣu-lu-li	Aššur-ṣulūlī+Name
A-šur-ṣu-lu-li	Aššur-ṣulūlī+Name+1csPoss
A-šur-ṣu-lu-li	Aššūr-ṣulūlī+Name
A-šur-ṣu-lu-li	Aššūr-ṣulūlī+Name+1csPoss
A-šur-ṣú-lu-li	Aššur-ṣulūlī+Name
A-šur-ṣú-lu-li	Aššur-ṣulūlī+Name+1csPoss
A-šur-ṣú-lu-li	Aššūr-ṣulūlī+Name
A-šur-ṣú-lu-li	Aššūr-ṣulūlī+Name+1csPoss
A-šur-ṣú-lu-li-ma	Aššur-ṣulūlī+Name+1csPoss+MA
A-šur-ṣú-lu-li-ma	Aššur-ṣulūlī+Name+MA
A-šur-ṣú-lu-li-ma	Aššūr-ṣulūlī+Name+1csPoss+MA
A-šur-ṣú-lu-li-ma	Aššūr-ṣulūlī+Name+MA
A-šù-i-dí-ma	UNKNOWN
A-šùr	A-šur+Name
A-šùr-	UNKNOWN
A-šùr-*na-*da	UNKNOWN
A-šùr-ANDUL	UNKNOWN
A-šùr-DU10	Aššur-ṭāb+Name
A-šùr-DU10-ma	Aššur-ṭāb+Name+MA
A-šùr-DÚ0	UNKNOWN
A-šùr-GAL	Aššur-rabi+Name
A-šùr-GAL-ma	Aššur-rabi+Name+MA
A-šùr-SIG5	UNKNOWN
A-šùr-SIPA	UNKNOWN
A-šùr-SIPA-ma	UNKNOWN
A-šùr-UTU-si	UNKNOWN
A-šùr-UTU-ši	UNKNOWN
A-šùr-UTU.ši	UNKNOWN
A-šùr-UTU.ši-ma	UNKNOWN
A-šùr-ba-ni	Aššur-bāni+Name
A-šùr-ba-ni	Aššur-bāni+Name+1csPoss
A-šùr-ba-ni	Aššur-bānī+Name
A-šùr-ba-ni	Aššur-bānī+Name+1csPoss
A-šùr-ba-ni	Aššūr-bāni+Name
A-šùr-ba-ni	Aššūr-bāni+Name+1csPoss
A-šùr-ba-ni-ma	Aššur-bāni+Name+1csPoss+MA
A-šùr-ba-ni-ma	Aššur-bāni+Name+MA
A-šùr-ba-ni-ma	Aššur-bānī+Name+1csPoss+MA
A-šùr-ba-ni-ma	Aššur-bānī+Name+MA
A-šùr-ba-ni-ma	Aššūr-bāni+Name+1csPoss+MA
A-šùr-ba-ni-ma	Aššūr-bāni+Name+MA
A-šùr-be-el-a-wa-tim	Aššur-bēl-awātim+Name
A-šùr-be-el-a-«a»-wa-tim	UNKNOWN_NOUN_ADJ
A-šùr-be-li	Aššur-bēlī+Name
A-šùr-be-li	Aššur-bēlī+Name+1csPoss
A-šùr-be-lí	Aššur-bēlī+Name
A-šùr-be-lí	Aššur-bēlī+Name+1csPoss
A-šùr-bé-el-a-wa-tim	Aššur-bēl-awātim+Name
A-šùr-bé-el-a-wa-tim-ma	Aššur-bēl-awātim+Name+MA
A-šùr-d.SIG5	UNKNOWN
A-šùr-d.UTU-ši	UNKNOWN
A-šùr-d.UTU.ši	UNKNOWN
A-šùr-d.UTU.ší	UNKNOWN
A-šùr-dUTU-ši	UNKNOWN
A-šùr-da-ni	Aššur-dan+Name+1cpPoss
A-šùr-da-ni	Aššur-dan+Name+1csPoss
A-šùr-dan	Aššur-dan+Name
A-šùr-e-mu-qí	Aššur-emūqī+Name
A-šùr-e-mu-qí	Aššur-emūqī+Name+1csPoss
A-šùr-e-mu-qí	Aššūr-emūqī+Name
A-šùr-e-mu-qí	Aššūr-emūqī+Name+1csPoss
A-šùr-i-dì-ma	Aššur-iddin+Name+MA
A-šùr-i-dì-ma	Aššur-idī+Name+1csPoss+MA
A-šùr-i-dì-ma	Aššur-idī+Name+MA
A-šùr-i-dì-ma	Aššūr-idī+Name+1csPoss+MA
A-šùr-i-dì-ma	Aššūr-idī+Name+MA
A-šùr-i-dí	Aššur-idī+Name
A-šùr-i-dí	Aššur-idī+Name+1csPoss
A-šùr-i-dí	Aššūr-idī+Name
A-šùr-i-dí	Aššūr-idī+Name+1csPoss
A-šùr-i-dí-in	Aššur-iddin+Name
A-šùr-i-dí-ma	Aššur-iddin+Name+MA
A-šùr-i-dí-ma	Aššur-idī+Name+1csPoss+MA
A-šùr-i-dí-ma	Aššur-idī+Name+MA
A-šùr-i-dí-ma	Aššūr-idī+Name+1csPoss+MA
A-šùr-i-dí-ma	Aššūr-idī+Name+MA
A-šùr-i-mì-ti	Aššur-imittī+Name
A-šùr-i-mì-ti	Aššur-imittī+Name+1csPoss
A-šùr-i-mì-ti	Aššūr-imittī+Name
A-šùr-i-mì-ti	Aššūr-imittī+Name+1csPoss
A-šùr-i-mì-tí	Aššur-imittī+Name
A-šùr-i-mì-tí	Aššur-imittī+Name+1csPoss
A-šùr-i-mì-tí	Aššūr-imittī+Name
A-šùr-i-mì-tí	Aššūr-imittī+Name+1csPoss
A-šùr-i-mì-tí-ma	Aššur-imittī+Name+1csPoss+MA
A-šùr-i-mì-tí-ma	Aššur-imittī+Name+MA
A-šùr-i-mì-tí-ma	Aššūr-imittī+Name+1csPoss+MA
A-šùr-i-mì-tí-ma	Aššūr-imittī+Name+MA
A-šùr-iš-ta-ki-il5	Aššuriš-takil+Name
A-šùr-iš-ti-kál-ma	Aššuriš-tikal+Name+MA
A-šùr-iš-tí-kal2	UNKNOWN
A-šùr-iš-tí-kál	Aššuriš-tikal+Name
A-šùr-kà-ší-id	Aššur-kāšid+Name
A-šùr-kà-ší-id-ma	Aššur-kāšid+Name+MA
A-šùr-la-ma-sí	Aššur-lamassī+Name
A-šùr-la-ma-sí	Aššur-lamassī+Name+1csPoss
A-šùr-lá-ma-/sí-ma	UNKNOWN
A-šùr-lá-ma-sí	Aššur-lamassī+Name
A-šùr-lá-ma-sí	Aššur-lamassī+Name+1csPoss
A-šùr-lá-ma-sí-ma	Aššur-lamassī+Name+1csPoss+MA
A-šùr-lá-ma-sí-ma	Aššur-lamassī+Name+MA
A-šùr-lá-ma-ṣí	UNKNOWN
A-šùr-ma-*lik	UNKNOWN
A-šùr-ma-/lik	UNKNOWN
A-šùr-ma-lik	Aššur-malik+Name
A-šùr-ma-lik	Aššūr-malik+Name
A-šùr-ma-lik-ma	Aššur-malik+Name+MA
A-šùr-ma-lik-ma	Aššūr-malik+Name+MA
A-šùr-mu-ta-bi-il5	Aššur-muttabbil+Name
A-šùr-mu-ta-bi-il5-ma	Aššur-muttabbil+Name+MA
A-šùr-mu-ta-bi4-il5	Aššur-muttabbil+Name
A-šùr-mu-ta-bi4-il5-ma	Aššur-muttabbil+Name+MA
A-šùr-mu-ta-bil	Aššur-muttabbil+Name
A-šùr-na-/da	UNKNOWN
A-šùr-na-da	Aššur-nādā+Name
A-šùr-na-da	Aššur-nādā+Name+1csPoss
A-šùr-na-da	Aššūr-nādā+Name
A-šùr-na-da	Aššūr-nādā+Name+1csPoss
A-šùr-na-da-ma	Aššur-nādā+Name+1csPoss+MA
A-šùr-na-da-ma	Aššur-nādā+Name+MA
A-šùr-na-da-ma	Aššūr-nādā+Name+1csPoss+MA
A-šùr-na-da-ma	Aššūr-nādā+Name+MA
A-šùr-na-ṣí-ir	Aššur-nāṣir+Name
A-šùr-ni-šu	Aššur-nīš+Name+Masc+Pl+Nom
A-šùr-ni-šu	Aššur-nīš+Name+Masc+Sg+Construct+3msPoss
A-šùr-ni-šu	Aššur-nīš+Name+Masc+Sg+Nom
A-šùr-ni-šu	Aššur-nīšu+Name
A-šùr-né-me-dí	Aššur-nēmēdī+Name
A-šùr-né-me-dí	Aššur-nēmēdī+Name+1csPoss
A-šùr-qá-/bi4-a-ma	UNKNOWN
A-šùr-qá-bi4-a-/ma	UNKNOWN
A-šùr-re-ṣí	Aššur-rēṣī+Name
A-šùr-re-ṣí	Aššur-rēṣī+Name+1csPoss
A-šùr-re-ṣí-ma	Aššur-rēṣī+Name+1csPoss+MA
A-šùr-re-ṣí-ma	Aššur-rēṣī+Name+MA
A-šùr-ta-ak-la-ku	Aššur-taklāku+Name
A-šùr-ta-ak-la-ku	Aššur-tāklāku+Name
A-šùr-ta-ak-la-ku-ma	Aššur-taklāku+Name+MA
A-šùr-ta-ak-la-ku-ma	Aššur-tāklāku+Name+MA
A-šùr-ta-ak-lá-ku	Aššur-taklāku+Name
A-šùr-ta-ak-lá-ku	Aššur-tāklāku+Name
A-šùr-ta-ak-lá-ku-ma	Aššur-taklāku+Name+MA
A-šùr-ta-ak-lá-ku-ma	Aššur-tāklāku+Name+MA
A-šùr-tab	UNKNOWN
A-šùr-tak2-lá-ku	UNKNOWN
A-šùr-ták-*lá-ku	UNKNOWN
A-šùr-ták-lá-ku	Aššur-taklāku+Name
A-šùr-ták-lá-ku	Aššur-tāklāku+Name
A-šùr-ták-lá-ku-ma	Aššur-taklāku+Name+MA
A-šùr-ták-lá-ku-ma	Aššur-tāklāku+Name+MA
A-šùr-ṣù-lu-li-ma	UNKNOWN
A-šùr-ṣú-lu-li	Aššur-ṣulūlī+Name
A-šùr-ṣú-lu-li	Aššur-ṣulūlī+Name+1csPoss
A-šùr-ṣú-lu-li	Aššūr-ṣulūlī+Name
A-šùr-ṣú-lu-li	Aššūr-ṣulūlī+Name+1csPoss
A-šùr-ṣú-lu-li-ma	Aššur-ṣulūlī+Name+1csPoss+MA
A-šùr-ṣú-lu-li-ma	Aššur-ṣulūlī+Name+MA
A-šùr-ṣú-lu-li-ma	Aššūr-ṣulūlī+Name+1csPoss+MA
A-šùr-ṣú-lu-li-ma	Aššūr-ṣulūlī+Name+MA
A-šúr-na-da	Aššur-nādā+Name
A-šúr-na-da	Aššur-nādā+Name+1csPoss
A-šúr-na-da	Aššūr-nādā+Name
A-šúr-na-da	Aššūr-nādā+Name+1csPoss
A.šur-ták-lá-ku	Aššur-taklāku+Name
A.šur-ták-lá-ku	Aššur-tāklāku+Name
A?-du-ú	UNKNOWN
AA-šar	UNKNOWN
AB-ba-ni	UNKNOWN
AN.NA!-kà	UNKNOWN
AN.NA-*kà	UNKNOWN
AN.NA-/ak	UNKNOWN
AN.NA-ak	annak+N+Masc+Sg+Construct
AN.NA-ka	annak+N+Masc+Pl+Construct+1csPoss
AN.NA-ka	annak+N+Masc+Pl+Nom+1csPoss
AN.NA-ka	annak+N+Masc+Pl+Obl+1csPoss
AN.NA-ka	annak+N+Masc+Sg+Acc
AN.NA-ka	annak+N+Masc+Sg+Construct+1csPoss
AN.NA-ka	annak+N+Masc+Sg+Construct+2msPoss
AN.NA-ki	annak+N+Masc+Pl+Construct
AN.NA-ki	annak+N+Masc+Pl+Construct+1csPoss
AN.NA-ki	annak+N+Masc+Pl+Obl
AN.NA-ki	annak+N+Masc+Pl+Obl+1csPoss
